cgpa,resume_score,placed
7.17,,1
4.5,8.07,1
6.77,7.33,1
6.17,5.65,0
7.96,6.74,1
4.52,7.42,1
5.77,5.72,1
5.79,7.67,1
4.79,7.85,1
7.23,6.27,1
7.75,7.58,1
6.21,6.69,0
5.92,,1
7.24,5.52,1
7.73,8.19,1
8.5,5.56,1
7.71,,1
7.59,7.95,0
5.7,,0
5.68,,0
6.94,4.08,1
5.9,8.71,1
6.47,3.57,0
4.5,5.01,0
6.79,,1
8.98,,0
5.79,4.85,1
8.44,5.49,1
5.54,8.61,1
5.77,7.13,1
4.57,6.38,1
8.31,6.77,1
5.33,5.81,0
7.35,6.88,1
6.58,5.82,1
5.06,7.35,1
5.59,7.85,1
6.09,7.35,1
8.9,8.78,1
7.1,5.11,1
7.77,5.67,0
6.75,6.6,0
6.72,7.15,1
8.36,5.85,1
4.5,7.99,1
7.11,6.97,1
8.15,6.67,1
7.36,8.22,1
9.03,8.09,1
8.6,,0
8.25,7.42,1
7.57,6.54,1
6.47,6.21,1
7.47,6.64,0
6.45,7.12,1
5.27,9.61,1
6.11,5.36,0
7.43,6.0,1
7.08,5.5,1
7.55,9.37,1
7.28,7.95,1
6.95,6.3,0
9.06,6.91,1
6.69,7.29,0
7.36,6.52,0
6.72,4.97,0
6.57,6.83,1
8.69,8.46,1
8.18,6.63,0
8.57,6.22,0
8.07,4.0,0
7.02,7.49,0
9.32,7.36,1
6.93,,1
6.54,6.5,0
8.49,6.25,1
8.72,5.97,1
4.5,7.45,1
7.99,7.59,0
6.61,6.67,1
7.54,7.89,1
7.86,4.69,0
9.02,5.82,1
7.17,5.06,1
6.57,6.88,0
8.97,5.96,1
6.92,6.67,1
9.1,7.56,1
5.55,,0
8.67,,1
6.43,6.92,1
7.1,5.33,1
6.58,5.93,1
4.72,5.97,1
6.51,6.22,0
5.73,6.36,1
6.77,7.86,1
7.03,,0
7.48,6.74,1
6.69,6.71,1
6.27,,0
7.23,5.57,1
8.36,8.05,1
6.43,9.63,1
6.88,5.89,1
5.49,9.19,0
6.91,6.96,1
6.73,7.94,1
9.67,5.94,1
7.6,,1
6.0,5.71,1
5.45,,0
5.75,5.09,0
7.17,7.51,0
7.2,6.99,0
5.68,7.44,1
5.36,7.9,0
5.47,8.1,0
6.5,9.03,1
6.35,7.08,1
7.84,5.96,1
7.32,9.17,1
5.91,6.54,0
7.25,6.61,1
7.2,9.56,1
8.81,5.39,0
7.1,7.95,0
7.2,6.1,1
7.29,6.17,0
9.52,9.07,1
7.65,7.19,1
6.77,5.77,1
7.39,6.06,0
6.39,,1
9.49,4.14,1
7.37,5.46,0
8.67,5.03,1
4.5,5.08,1
7.28,7.25,0
7.02,5.18,0
6.17,8.12,1
7.32,,1
6.79,6.2,1
7.36,8.8,0
8.37,7.32,1
8.16,7.93,1
5.65,7.64,1
7.88,7.27,1
8.09,6.71,0
6.31,7.88,1
7.45,4.85,0
7.05,9.02,0
6.66,6.62,1
7.95,4.53,0
6.87,8.3,1
7.47,6.19,0
9.03,,1
7.5,8.29,0
6.44,5.07,0
5.7,8.01,0
5.72,,1
7.48,5.22,1
4.5,5.65,0
6.27,6.29,0
8.34,5.16,0
6.6,7.25,1
6.12,7.13,1
5.55,8.0,1
8.68,7.54,0
7.45,6.91,1
5.96,4.38,1
6.26,6.28,0
7.65,6.4,1
10.0,10.0,1
6.71,7.37,1
7.12,7.25,1
5.89,5.06,0
7.13,6.91,0
6.41,6.5,0
8.55,6.62,1
7.42,8.63,0
9.13,4.47,0
6.05,5.64,0
5.07,,0
7.43,7.27,1
7.64,4.25,0
6.76,6.59,0
7.63,7.96,1
7.47,4.15,1
6.63,6.46,1
5.44,7.5,1
6.59,8.57,1
5.6,7.36,1
6.67,6.63,0
8.05,7.24,1
6.85,6.99,1
9.01,7.92,1
7.84,,1
6.46,5.47,1
6.55,5.42,1
7.02,7.94,1
5.99,7.93,0
9.19,6.43,1
7.82,7.77,1
8.09,7.18,0
6.1,,1
9.39,6.41,1
9.24,6.43,1
7.58,4.78,1
6.17,6.96,1
8.48,8.89,1
6.88,,0
6.3,6.73,1
7.39,8.47,1
6.59,7.85,1
7.06,8.71,1
8.09,8.07,1
6.35,4.69,0
6.05,5.11,0
6.46,5.34,1
7.52,8.68,1
7.27,8.81,0
6.82,7.51,1
6.47,8.57,1
7.17,9.14,1
6.99,6.62,0
5.33,5.88,1
8.9,4.69,0
5.21,7.26,1
5.62,5.06,1
7.08,7.46,1
7.76,7.95,1
6.18,9.84,1
7.41,5.37,1
7.93,4.64,0
9.2,5.05,1
7.06,8.48,1
7.09,8.06,1
6.99,4.33,0
7.5,6.07,1
5.69,6.0,1
8.57,7.78,1
5.72,6.15,1
7.95,7.74,1
6.75,6.87,1
4.53,7.68,1
6.8,4.25,0
6.96,4.9,1
5.65,7.87,1
7.39,6.59,1
6.68,6.96,0
6.31,3.0,0
8.16,5.77,0
6.81,7.45,1
8.16,8.23,1
7.89,8.53,1
6.73,9.38,1
7.79,7.81,1
5.84,4.17,1
6.43,7.36,0
7.17,6.14,0
6.54,9.12,0
8.78,4.34,0
6.24,4.25,1
8.92,7.4,0
6.67,6.99,1
7.38,7.42,0
7.43,3.35,1
7.34,6.55,1
5.08,5.4,1
7.66,7.56,1
7.12,8.81,1
8.7,7.36,1
6.75,6.65,1
7.41,,1
5.5,7.43,1
6.26,8.28,1
8.21,5.78,0
5.51,5.97,1
6.29,6.9,1
5.83,8.37,1
6.16,8.8,1
6.15,,0
5.09,7.51,1
6.13,6.93,0
8.88,6.37,1
5.68,7.94,1
6.27,5.29,0
5.84,6.64,1
4.5,5.74,1
6.24,,1
4.84,5.95,0
7.45,6.86,1
7.17,5.49,1
7.17,7.38,1
6.43,5.56,1
5.71,8.17,1
6.91,6.91,1
6.38,6.21,1
6.28,6.62,0
6.58,6.81,1
7.12,6.32,0
7.0,,1
6.89,6.2,1
5.34,,1
5.7,9.17,1
5.27,,1
8.25,7.11,0
5.92,7.1,1
8.81,4.45,1
6.65,8.67,1
5.46,7.81,1
6.34,7.51,1
6.77,7.78,1
8.49,6.82,1
5.68,5.96,1
5.67,6.44,0
7.24,7.26,0
6.46,5.35,1
5.7,6.94,0
8.01,5.53,1
9.05,,1
5.39,7.6,1
9.01,7.51,1
6.44,7.03,1
5.91,6.72,1
6.98,6.85,1
7.81,5.71,1
6.0,6.1,1
9.47,5.01,1
7.33,7.48,1
7.47,7.64,1
8.05,7.87,0
5.63,6.32,1
6.35,6.57,1
6.88,7.2,1
7.55,7.27,0
7.0,5.35,1
7.51,6.29,1
6.86,7.0,0
7.15,6.53,1
4.57,7.92,1
7.81,,1
6.36,6.83,1
7.02,7.83,1
6.63,6.66,0
7.54,8.52,0
6.4,5.91,1
6.18,,1
6.33,8.11,1
8.24,7.37,1
4.8,7.74,1
7.31,6.1,1
6.87,9.95,1
6.6,6.83,1
7.93,5.79,1
6.0,8.72,1
7.79,8.16,0
6.49,5.94,1
6.2,6.88,0
6.96,8.81,1
4.89,6.84,1
7.41,7.27,1
9.1,9.13,1
10.0,6.81,1
7.74,4.71,0
5.16,9.85,1
8.22,6.68,1
8.8,5.64,0
5.8,,1
9.02,8.34,1
5.89,,0
7.11,6.26,0
7.66,7.43,1
6.2,6.51,0
7.88,5.07,1
8.36,5.02,0
5.24,6.52,1
5.79,7.19,1
8.31,8.64,1
5.47,5.4,0
6.5,6.61,1
6.85,4.76,1
6.6,6.08,0
5.75,6.08,1
6.78,6.25,0
5.79,7.44,1
7.33,4.47,1
7.2,5.64,1
6.55,7.13,1
5.63,8.17,1
8.26,6.1,1
5.38,7.21,0
8.27,6.07,1
6.1,8.86,1
8.29,6.33,0
6.67,6.66,0
9.03,7.23,1
8.12,7.79,0
7.57,4.95,1
7.78,9.33,1
7.18,5.62,1
7.34,6.48,1
7.57,6.43,1
7.81,7.71,0
4.94,8.8,1
7.49,7.42,1
6.28,6.55,1
5.38,7.15,0
8.32,8.29,1
7.88,7.54,1
8.41,8.16,1
9.14,6.26,1
7.68,7.66,1
8.02,5.98,1
7.11,10.0,1
6.88,6.05,0
6.04,9.08,1
8.49,6.47,1
5.78,9.73,1
4.61,6.58,0
4.73,5.14,0
7.59,7.09,1
7.33,6.25,1
6.54,7.9,0
7.57,8.84,0
6.06,6.96,1
6.75,,0
7.62,6.19,0
5.46,7.13,0
9.5,5.98,1
5.79,4.81,0
5.76,5.8,1
5.28,7.74,1
6.27,6.13,0
8.24,,1
7.0,5.31,1
8.07,5.67,1
7.31,6.45,1
8.99,5.5,1
7.89,4.82,1
7.26,8.48,1
6.79,,0
4.98,7.5,1
6.41,6.18,1
7.81,8.57,1
8.09,8.22,1
5.18,8.26,0
5.71,,1
6.8,9.65,1
4.5,6.76,0
7.36,7.9,1
5.35,,0
8.05,,0
7.47,9.18,1
7.03,5.92,0
6.68,6.13,1
6.54,6.25,0
6.36,6.09,1
8.83,5.87,1
7.11,7.25,1
7.27,,1
6.98,6.55,0
5.3,6.48,1
7.32,7.23,0
7.31,6.39,1
6.21,7.91,1
6.02,6.71,0
7.46,7.07,1
6.28,,1
7.52,8.02,0
6.5,8.16,0
6.35,4.18,1
4.5,,1
7.67,7.25,0
8.09,5.43,1
7.82,7.21,1
8.81,6.53,1
7.19,3.8,1
5.77,5.93,0
7.3,6.59,1
5.34,3.67,0
7.24,8.33,1
5.66,6.27,1
6.13,,1
7.19,,1
6.87,,1
8.73,7.45,1
6.85,5.03,1
7.44,,1
9.43,6.89,1
10.0,6.93,1
6.95,,1
7.12,4.96,0
4.82,,0
8.4,7.62,0
5.6,,0
6.55,7.36,1
4.85,9.37,0
6.74,8.77,1
7.58,6.2,1
7.18,,1
7.41,5.13,1
6.37,7.51,1
7.43,5.93,0
6.28,6.14,1
8.05,5.58,0
6.6,7.01,1
6.24,5.43,1
6.28,8.66,0
7.63,7.77,0
6.8,6.33,1
6.43,5.41,1
4.5,7.49,1
6.5,4.57,1
4.5,9.54,1
5.06,7.21,1
9.45,5.29,0
7.02,7.0,1
7.0,8.2,0
6.08,4.8,1
6.67,,0
7.35,10.0,1
6.05,,0
5.11,7.93,0
7.07,8.38,1
9.05,5.71,1
5.58,6.99,1
6.12,5.84,1
8.83,5.03,0
4.5,6.68,0
9.02,6.69,1
7.3,7.1,1
5.07,5.3,0
7.72,5.95,1
7.6,7.48,1
6.95,7.84,1
6.82,,0
7.27,5.76,0
6.28,7.68,1
4.65,5.13,1
6.87,,0
6.24,6.14,0
6.61,6.71,0
7.45,8.12,1
7.43,4.57,0
7.92,7.7,1
6.54,8.44,1
6.11,7.57,1
8.03,,1
8.44,6.79,0
7.41,5.95,1
6.81,7.73,1
6.65,7.42,1
5.69,5.77,1
7.67,9.24,1
7.71,7.0,1
7.79,7.14,0
7.13,6.53,1
7.13,6.18,1
6.89,6.19,1
6.47,3.25,0
6.18,7.31,0
6.8,8.18,0
6.73,5.35,0
8.03,7.83,1
6.76,6.74,0
5.43,6.11,1
4.5,5.4,0
4.93,5.77,1
7.19,6.0,1
7.45,9.12,1
8.63,5.63,0
9.13,3.97,1
8.08,8.81,1
6.53,6.58,0
7.09,6.27,0
7.33,5.98,0
6.62,7.58,0
6.55,8.28,1
5.68,,1
5.02,7.81,1
7.37,8.41,0
7.3,5.33,0
5.01,5.99,0
8.44,7.36,1
6.75,5.93,1
8.43,6.87,1
7.95,6.16,1
4.88,7.06,0
7.62,6.81,1
7.48,7.1,1
7.2,,0
9.62,4.95,0
6.76,8.19,1
8.17,,0
7.02,,0
8.55,4.93,1
6.42,8.24,1
7.63,6.2,1
8.6,6.93,1
8.05,7.13,1
6.1,4.71,1
10.0,5.37,1
6.69,6.82,1
6.59,,1
7.33,7.76,1
7.05,7.41,1
8.49,4.69,1
7.62,8.58,1
5.74,8.28,1
6.69,8.01,1
6.43,7.64,1
7.89,6.06,0
5.04,7.17,0
7.12,5.62,0
6.84,5.25,1
6.73,5.04,1
6.5,7.25,1
7.31,4.72,1
7.41,6.15,0
6.29,7.44,0
7.24,7.15,1
6.28,8.39,1
6.0,8.58,1
5.59,,0
7.34,,1
6.96,7.06,1
8.16,7.2,0
8.69,4.85,0
6.15,6.68,1
6.28,6.16,1
6.27,7.82,1
6.65,6.8,0
8.56,3.78,0
8.94,,1
5.79,8.65,1
6.87,6.0,0
6.22,,0
4.5,6.48,1
7.8,4.49,1
7.98,6.19,1
6.5,8.47,0
5.29,6.31,0
5.64,3.0,0
5.14,7.79,1
8.54,8.66,1
5.47,,0
8.89,,1
6.17,5.19,1
9.36,,1
7.16,7.01,1
7.61,6.49,1
5.29,6.66,0
5.14,10.0,0
5.85,7.93,1
5.24,7.26,1
8.31,8.28,1
7.61,6.94,1
7.17,10.0,1
5.32,5.87,1
6.35,,1
7.23,,1
4.5,9.06,0
7.72,8.97,1
7.84,6.84,0
5.18,6.88,0
5.1,7.62,1
7.01,,1
7.53,6.47,1
6.36,7.22,1
8.42,5.33,1
7.62,4.01,0
7.16,8.1,0
7.06,8.46,0
7.38,5.21,1
8.35,,0
5.74,7.2,1
7.83,7.34,1
6.41,,1
6.59,3.98,1
7.5,6.83,1
7.19,8.5,0
6.45,,0
7.05,5.35,0
5.15,7.02,0
8.42,7.32,1
7.08,7.02,1
6.44,,1
6.4,7.95,0
5.99,5.24,0
7.47,7.25,1
5.45,4.15,0
8.3,6.97,0
7.83,9.14,1
7.89,4.53,0
9.79,6.81,1
8.05,,0
6.85,7.57,1
7.15,,0
4.83,6.63,1
7.26,6.89,0
7.89,4.16,1
5.88,6.53,1
6.09,,1
6.46,5.58,1
5.82,6.13,1
6.67,6.23,0
7.51,7.04,0
6.84,7.76,1
6.31,5.97,0
7.93,5.98,1
7.48,6.74,1
7.37,6.94,0
5.94,4.43,0
6.83,6.67,1
5.45,8.21,0
7.49,8.19,1
9.14,7.14,1
7.3,6.84,1
6.99,5.46,1
5.05,4.31,0
6.97,6.86,0
5.62,7.9,0
8.13,8.69,1
8.79,6.11,1
6.69,8.01,1
5.4,6.43,1
6.38,9.69,1
7.01,8.52,1
7.9,5.36,1
7.36,4.8,1
7.79,6.57,1
4.8,5.75,1
5.97,9.37,1
7.4,5.79,1
6.96,7.19,0
7.86,5.17,1
7.27,7.34,0
7.07,6.99,0
6.37,8.11,1
4.5,6.16,0
8.3,,1
9.21,,1
5.73,7.0,0
7.84,7.19,1
7.83,6.87,0
6.08,6.95,1
7.87,7.4,1
6.72,5.1,0
8.85,4.78,1
7.65,6.74,1
8.65,7.92,1
6.4,9.54,1
8.63,3.45,1
8.96,7.15,1
5.02,7.33,1
6.21,7.39,1
8.36,8.9,1
7.21,7.11,0
6.44,5.51,0
5.13,6.84,0
5.77,7.46,0
7.24,6.78,1
6.78,6.95,1
7.43,6.9,0
8.96,6.74,1
6.71,,1
7.79,,1
7.6,5.13,1
7.87,5.05,1
8.07,5.74,1
7.06,7.73,0
7.13,,1
8.95,6.54,0
6.49,9.15,0
6.12,8.24,0
7.73,6.29,1
5.84,7.3,0
7.15,7.6,1
7.95,6.18,0
6.84,5.4,1
7.61,5.47,0
8.27,6.59,0
6.55,5.14,0
7.88,4.47,0
8.3,5.46,1
7.05,6.1,1
7.09,6.36,1
6.39,6.0,1
7.18,7.41,1
5.65,7.7,1
6.86,6.23,1
7.25,,1
7.34,7.04,1
8.6,6.24,1
7.51,5.92,1
6.18,8.98,1
7.38,4.76,0
4.95,6.85,1
8.86,6.44,0
8.16,5.46,1
6.32,,1
6.69,7.5,1
8.55,6.07,0
5.97,6.84,0
8.71,6.73,1
6.89,3.84,1
6.8,7.73,1
7.22,8.86,1
6.95,6.92,0
6.23,5.04,0
5.62,,0
4.5,7.41,1
6.57,8.36,1
6.83,6.39,1
7.1,7.7,1
4.95,5.74,1
6.47,,1
5.8,7.82,1
10.0,6.66,1
7.78,,1
6.67,8.11,1
7.65,7.3,1
8.19,5.15,1
6.71,6.81,1
6.43,7.49,1
6.27,8.56,1
9.93,7.0,0
5.95,6.29,1
5.89,6.45,1
6.09,5.48,0
7.28,5.29,0
7.27,8.81,1
5.68,5.64,0
6.47,5.93,0
6.75,4.11,1
6.46,6.72,0
5.9,4.25,1
5.27,4.3,0
7.88,5.31,0
7.68,7.32,1
7.93,,1
6.85,6.77,1
7.03,7.59,1
6.24,7.45,0
7.46,5.8,1
7.34,6.54,1
6.12,7.04,1
8.7,6.85,1
7.35,,1
8.01,6.85,0
7.15,6.92,0
7.66,6.22,0
6.81,6.7,1
5.9,6.07,0
7.55,,1
7.14,7.24,1
8.34,7.28,1
7.49,5.91,0
6.19,7.01,0
6.29,9.76,1
6.93,5.82,0
7.08,4.57,0
8.31,6.85,1
8.17,,1
9.67,,1
7.12,8.21,0
7.22,8.6,1
7.55,7.86,1
6.92,5.33,1
5.0,7.49,0
9.3,,1
8.36,4.08,1
5.68,7.59,0
8.53,6.71,1
6.55,5.3,0
6.17,6.87,1
6.1,8.66,1
7.3,7.64,1
6.39,3.93,0
6.2,6.93,1
8.29,7.16,0
7.35,5.57,1
6.51,6.21,1
7.38,7.11,1
6.99,5.24,1
5.98,6.03,1
6.84,6.69,0
6.89,7.1,1
6.06,6.61,1
6.47,8.94,0
4.5,7.69,0
7.5,5.67,1
6.88,7.4,1
7.76,6.35,0
6.93,7.07,1
6.63,6.93,1
8.24,5.62,1
5.64,8.35,1
7.4,8.01,1
5.09,8.0,1
5.45,7.61,1
6.83,9.72,1
8.09,5.85,0
5.44,6.71,1
5.22,6.64,0
5.9,5.75,1
9.01,7.51,0
5.91,9.4,1
6.92,7.87,1
7.45,6.29,1
6.69,7.89,1
7.27,8.34,1
7.34,8.69,1
7.61,7.3,0
8.52,5.0,0
5.97,7.41,1
7.82,8.41,0
5.32,7.07,1
7.88,7.48,1
8.25,8.38,1
4.63,7.47,1
7.74,7.01,1
6.51,,0
4.55,6.66,1
10.0,8.46,1
8.05,6.14,1
6.11,7.71,0
6.14,4.89,0
8.33,6.9,1
7.82,6.99,0
7.12,9.14,0
6.91,6.72,1
7.25,8.12,1
7.12,7.55,1
7.13,6.58,1
6.28,10.0,0
7.47,8.73,1
7.02,5.23,0
7.79,10.0,0
6.77,7.27,1
6.98,5.09,0
7.15,7.68,1
7.72,7.62,1
5.99,6.7,0
6.83,6.3,1
8.29,8.6,1
7.52,10.0,1
6.75,,1
6.82,,0
4.7,4.03,0
9.85,7.38,1
6.32,8.99,1
9.12,4.01,1
8.27,,1
5.58,8.43,0
5.05,7.12,0
4.98,6.92,1
4.76,6.59,1
8.06,5.68,0
6.92,8.02,0
7.79,6.04,1
7.82,6.38,1
5.9,9.21,1
7.87,6.22,1
8.73,6.24,0
7.41,9.76,1
6.7,6.16,0
7.16,5.12,1
7.75,7.02,1
6.45,7.76,0
8.54,6.1,1
6.03,7.48,1
9.07,6.12,1
4.53,7.71,0
7.64,5.25,0
5.9,4.27,1
5.04,6.4,1
9.05,5.23,1
7.45,7.94,0
8.24,7.66,1
5.89,7.37,1
8.92,6.24,1
7.3,6.48,0
6.89,5.87,1
7.74,5.5,1
6.9,8.25,1
7.87,7.23,1
4.77,7.16,1
6.91,8.57,1
8.2,6.45,1
6.6,9.25,1
8.4,7.89,1
7.7,7.9,1
5.86,7.76,1
7.13,,1
7.68,7.3,1
8.67,,1
9.71,7.72,1
7.38,8.52,1
5.39,6.18,1
7.0,5.83,1
8.84,6.53,1
7.22,9.19,0
6.46,8.19,1
7.33,6.82,1
8.13,6.47,1
6.32,8.82,1
6.23,7.55,0
5.51,9.29,1
6.17,6.64,1
6.04,5.16,1
9.73,,1
7.25,8.67,1
5.71,,1
6.77,6.58,1
7.68,,1
6.97,4.68,0
4.97,,0
8.09,5.49,0
6.63,6.81,1
6.68,6.52,1
7.5,6.88,1
8.13,5.76,1
8.54,6.29,1
6.3,6.3,1
7.86,,1
7.57,6.67,1
7.77,7.28,0
6.65,7.42,1
6.48,6.01,0
7.48,6.55,1
8.48,7.97,1
7.64,7.23,1
5.8,6.11,0
6.57,,1
6.39,8.9,1
7.0,4.83,1
6.52,7.78,1
8.82,7.22,1
4.56,,1
6.74,7.1,1
6.7,7.18,0
6.86,7.48,0
6.4,5.58,1
6.75,7.43,0
6.3,5.71,0
5.39,7.31,0
7.22,5.83,0
6.25,7.96,1
6.87,6.78,1
5.3,,1
7.21,7.5,1
6.59,7.72,1
7.9,6.27,1
6.35,,1
8.33,5.55,1
5.42,8.95,1
6.2,7.14,1
5.54,5.37,1
6.28,6.4,1
7.1,5.84,1
5.93,5.91,1
7.21,6.52,1
5.86,7.82,0
5.66,7.08,0
7.03,9.26,1
6.6,5.81,0
6.81,5.86,0
6.92,,1
8.32,7.29,1
6.18,7.31,1
6.81,4.44,0
4.5,,0
7.82,6.36,1
8.22,8.91,1
8.78,6.17,1
5.96,,1
7.16,,0
7.89,8.46,1
6.96,7.99,1
6.69,7.51,0
6.83,6.05,1
6.8,,1
8.03,8.48,1
8.91,5.69,1
5.99,6.47,0
6.69,7.2,0
7.36,5.2,0
8.04,7.56,1
7.27,7.26,1
6.36,4.62,0
7.18,6.53,1
7.87,7.79,1
6.54,9.55,1
8.67,4.69,1
5.7,6.92,0
7.03,6.95,1
4.6,7.66,1
6.65,7.65,1
5.77,7.35,0
6.02,6.69,1
7.63,6.27,1
6.96,7.35,1
8.15,8.43,0
9.46,5.02,0
8.02,5.15,0
5.94,8.99,1
7.38,7.72,1
6.25,6.24,1
6.46,7.76,1
6.17,8.75,0
6.92,9.44,1
5.45,6.36,1
6.2,,1
9.05,8.03,0
5.44,,1
6.82,,0
6.64,6.08,0
6.68,7.73,1
7.54,8.53,1
7.51,8.31,1
7.96,5.33,1
8.4,7.02,1
5.24,6.5,0
7.74,8.55,1
7.65,7.38,1
7.28,,1
6.95,5.4,1
8.17,9.18,1
7.15,7.1,1
8.79,7.81,1
7.37,5.55,1
5.68,6.4,1
8.74,8.57,1
8.94,,0
6.93,5.98,1
6.99,4.51,0
5.94,8.75,1
8.12,5.73,1
6.99,5.16,0
7.02,5.43,1
7.13,,1
7.53,5.96,0
8.31,6.2,0
7.66,6.94,1
7.32,8.58,1
7.9,8.27,1
7.73,6.19,1
5.08,5.11,0
9.17,8.32,0
6.47,6.68,1
8.21,5.86,1
7.54,7.89,1
6.79,6.83,0
5.4,5.94,0
7.07,6.69,1
7.51,,1
9.41,6.85,1
7.88,5.61,1
9.0,5.94,1
7.86,6.26,1
7.94,4.77,1
7.0,6.18,0
5.57,6.87,0
8.39,4.33,1
7.18,6.08,0
6.44,5.09,0
4.81,5.63,1
5.75,6.75,1
6.36,,1
10.0,,1
5.27,4.83,1
8.49,6.24,0
8.4,7.84,1
6.75,5.37,1
8.11,7.23,1
6.59,7.6,1
6.11,5.25,1
4.95,5.95,0
7.27,6.17,0
6.99,6.81,0
9.24,6.04,1
7.0,6.77,1
8.11,6.7,1
7.27,6.74,1
6.66,5.35,1
5.39,7.41,1
5.87,6.42,1
8.42,7.81,1
7.62,6.08,1
7.35,7.92,1
8.04,,1
5.8,5.91,1
6.94,6.33,1
6.93,8.19,1
6.25,6.17,0
7.6,7.08,1
7.36,8.62,1
6.71,7.71,0
5.12,5.67,0
7.76,,1
6.2,7.38,1
6.9,8.66,1
5.47,5.36,0
4.5,5.79,1
4.5,7.87,0
6.61,5.32,0
7.91,7.72,1
6.48,8.37,1
7.22,5.81,0
8.33,5.7,0
7.44,6.64,0
6.15,6.14,0
8.82,4.49,1
5.73,7.41,1
5.85,,0
8.31,7.24,1
7.81,7.65,0
7.68,8.53,0
8.24,,0
7.26,6.63,1
6.49,4.63,1
8.24,6.83,1
6.56,6.27,1
7.48,8.73,1
7.21,6.64,1
6.25,7.73,0
4.5,7.51,1
6.4,7.53,0
5.1,,0
7.73,7.97,1
8.23,7.61,0
8.86,6.56,1
5.36,8.48,1
8.15,7.41,1
5.82,6.14,1
8.75,7.19,1
6.51,6.49,1
6.59,9.6,1
5.19,6.87,0
5.56,9.0,1
4.95,5.8,0
6.67,6.31,1
7.68,7.17,1
8.0,,0
6.48,5.94,1
7.28,5.34,1
8.49,7.85,1
8.16,5.3,1
7.37,7.13,1
6.22,6.56,1
8.68,7.0,0
6.22,6.94,1
6.57,7.08,1
9.22,6.12,0
6.69,7.92,1
7.5,4.96,0
7.03,4.35,1
8.2,7.76,1
8.53,8.26,1
6.68,6.41,1
6.47,4.31,0
8.41,5.18,1
9.36,6.84,1
7.06,8.49,1
6.05,7.38,0
7.32,,1
7.61,8.41,1
7.89,7.04,1
8.64,6.7,1
4.5,6.22,0
7.55,6.46,1
6.26,6.89,0
7.1,6.09,0
6.82,7.43,0
8.28,5.38,1
5.39,6.87,0
6.15,8.21,0
6.78,4.55,1
5.76,,1
6.12,4.8,0
6.0,6.79,1
7.55,8.73,1
6.03,7.96,1
5.42,9.65,1
6.97,6.49,0
9.0,8.66,1
6.23,,0
6.6,4.47,1
6.39,6.88,1
5.63,7.42,0
8.52,,1
5.6,6.57,0
7.66,,0
4.5,,0
7.56,6.82,1
5.6,,1
9.66,7.31,1
4.5,5.37,0
6.29,,0
8.06,9.89,1
6.42,7.22,0
7.04,6.16,1
6.25,6.98,1
7.45,7.78,1
6.76,4.24,1
5.91,6.23,1
8.1,8.68,1
7.62,5.78,1
8.83,7.04,1
5.32,7.94,1
6.51,5.73,1
5.3,6.81,1
6.53,5.53,0
5.67,8.47,1
8.26,6.86,1
7.85,6.99,1
7.76,5.1,1
6.59,9.38,0
7.35,,0
4.68,8.77,1
7.17,8.95,1
5.73,4.63,1
5.54,,1
6.83,6.7,1
8.42,7.96,0
10.0,6.4,1
5.53,6.65,1
6.04,8.56,1
4.73,7.41,0
6.17,6.87,1
6.89,6.31,0
5.52,6.4,1
10.0,5.73,1
6.51,,1
5.55,6.37,1
6.48,5.47,1
5.62,5.61,0
6.79,5.33,0
5.48,5.03,0
8.59,6.37,1
6.83,7.13,1
5.84,4.87,0
5.62,6.37,0
8.09,9.36,1
6.23,,0
7.58,4.48,1
6.41,6.91,1
7.23,8.9,1
7.03,5.98,1
7.61,5.34,0
5.04,7.11,1
7.8,7.18,1
6.85,6.73,1
6.66,7.73,1
6.03,4.31,1
5.17,5.36,0
7.69,5.73,1
4.5,6.35,1
9.22,,1
8.52,,0
7.94,4.78,1
6.58,6.68,1
6.51,8.28,1
6.35,,0
6.92,6.61,0
6.55,7.7,1
7.21,7.32,1
7.6,6.51,1
8.25,7.42,1
6.71,7.78,1
8.41,8.97,1
6.34,3.72,1
7.49,,1
6.33,6.93,1
6.65,5.48,0
5.68,9.56,1
5.39,5.4,1
8.08,5.65,1
7.14,7.49,1
7.21,7.51,1
7.06,6.56,0
8.69,7.61,1
6.01,6.91,0
7.13,8.49,1
7.18,8.78,1
6.89,6.13,0
4.96,,0
7.17,9.83,1
6.63,7.73,1
4.52,5.73,0
5.79,6.03,0
5.54,,0
6.46,9.3,1
6.0,,1
6.53,,1
6.41,10.0,1
7.48,6.76,1
8.49,4.9,1
7.67,,1
7.22,,1
7.24,5.79,1
4.96,6.99,1
6.68,6.36,0
6.95,5.55,1
7.64,7.81,1
4.5,7.41,1
5.94,5.42,0
9.01,4.87,1
7.65,6.2,0
7.82,7.52,1
6.54,5.61,1
8.0,7.92,1
7.96,6.09,1
7.96,5.74,1
7.07,8.18,0
6.34,5.8,1
8.26,5.77,1
7.02,7.21,1
7.87,6.72,1
7.46,7.64,0
6.18,6.47,1
5.91,5.12,0
6.56,5.83,0
7.08,6.94,0
8.61,6.52,1
5.29,5.95,1
6.86,7.7,1
8.48,6.78,1
8.23,8.02,1
5.33,5.83,1
9.44,7.77,1
5.47,10.0,1
6.41,4.81,1
7.09,5.47,0
4.83,6.55,1
7.88,7.04,1
5.65,9.81,1
6.17,5.21,0
7.09,4.93,0
4.61,6.35,1
6.41,7.06,1
